Vendor ID,Invoice Date,Payment Amount,Vendor Category,Vendor Location,Due Date,Payment Terms,delay_days,Payment Date,is_delayed,Historical Payment Behavior
V045,2023-07-23,10090,Raw Materials,EU,2023-08-11,19,13,2023-08-24,1,11.1875
V045,2023-08-08,8618,Technology,US,2023-09-30,53,10,2023-10-10,1,11.294117647058824
V045,2023-08-09,1298,Logistics,Asia,2023-11-12,95,9,2023-11-21,1,11.222222222222221
V045,2023-08-20,49123,Logistics,Africa,2023-12-04,106,11,2023-12-15,1,11.105263157894736
V045,2023-08-21,56414,Logistics,EU,2023-09-20,30,16,2023-10-06,1,11.1
V045,2023-08-23,15148,Technology,Africa,2023-09-27,35,13,2023-10-10,1,11.333333333333334
V045,2023-09-09,43462,Services,EU,2023-12-13,95,8,2023-12-21,1,11.409090909090908
V045,2023-09-12,38723,Raw Materials,Africa,2023-12-01,80,12,2023-12-13,1,11.26086956521739
V045,2023-09-30,14545,Services,EU,2024-01-11,103,6,2024-01-17,1,11.291666666666666
V045,2023-10-02,72761,Services,Africa,2024-01-01,91,10,2024-01-11,1,11.08
V045,2023-10-09,15808,Services,US,2024-01-28,111,7,2024-02-04,1,11.038461538461538
V045,2023-10-20,9115,Logistics,Africa,2023-12-25,66,14,2024-01-08,1,10.88888888888889
V045,2023-11-08,39038,Raw Materials,Asia,2024-02-11,95,10,2024-02-21,1,11.0
V045,2023-11-18,48766,Technology,US,2024-03-02,105,8,2024-03-10,1,10.96551724137931
V045,2023-11-22,43174,Logistics,EU,2024-01-29,68,11,2024-02-09,1,10.866666666666667
V045,2023-11-30,43363,Logistics,Asia,2024-01-30,61,12,2024-02-11,1,10.870967741935484
V045,2023-12-14,32108,Raw Materials,Africa,2024-01-02,19,16,2024-01-18,1,10.90625
V045,2023-12-25,5530,Raw Materials,US,2024-03-11,77,9,2024-03-20,1,11.06060606060606
V045,2024-01-08,16272,Services,US,2024-03-02,54,11,2024-03-13,1,11.0
V045,2024-01-13,1528,Services,Asia,2024-04-05,83,9,2024-04-14,1,11.0
V045,2024-01-18,21757,Services,EU,2024-03-17,59,13,2024-03-30,1,10.944444444444445
V045,2024-01-18,7695,Raw Materials,EU,2024-03-10,52,11,2024-03-21,1,11.0
V045,2024-01-23,22396,Raw Materials,EU,2024-03-06,43,12,2024-03-18,1,11.0
V045,2024-01-27,8429,Services,US,2024-04-08,72,9,2024-04-17,1,11.025641025641026
V045,2024-02-08,59033,Services,US,2024-04-14,66,11,2024-04-25,1,10.975
V045,2024-02-22,48212,Logistics,EU,2024-04-30,68,11,2024-05-11,1,10.975609756097562
V045,2024-03-31,69528,Services,EU,2024-04-18,18,15,2024-05-03,1,10.976190476190476
V045,2024-04-23,19501,Technology,Asia,2024-05-21,28,12,2024-06-02,1,11.069767441860465
V045,2024-05-02,37503,Logistics,US,2024-08-28,118,8,2024-09-05,1,11.090909090909092
V045,2024-05-03,17161,Services,US,2024-05-20,17,13,2024-06-02,1,11.022222222222222
V045,2024-06-25,65723,Services,EU,2024-09-25,92,10,2024-10-05,1,11.065217391304348
V045,2024-07-05,25984,Logistics,EU,2024-09-24,81,10,2024-10-04,1,11.042553191489361
V045,2024-07-09,30442,Services,Africa,2024-07-25,16,15,2024-08-09,1,11.020833333333334
V045,2024-07-14,11661,Raw Materials,Africa,2024-10-04,82,10,2024-10-14,1,11.10204081632653
V045,2024-07-15,4189,Logistics,Asia,2024-07-22,7,15,2024-08-06,1,11.08
V045,2024-07-23,57819,Services,Africa,2024-10-12,81,10,2024-10-22,1,11.156862745098039
V045,2024-08-17,13848,Services,EU,2024-10-17,61,12,2024-10-29,1,11.134615384615385
V045,2024-08-19,48456,Raw Materials,EU,2024-11-12,85,11,2024-11-23,1,11.150943396226415
V045,2024-08-20,29117,Logistics,Africa,2024-11-15,87,12,2024-11-27,1,11.148148148148149
V045,2024-08-26,70717,Services,EU,2024-10-29,64,13,2024-11-11,1,11.163636363636364
V045,2024-09-14,56628,Logistics,EU,2024-10-19,35,13,2024-11-01,1,11.196428571428571
V045,2024-09-17,35817,Technology,Asia,2024-11-21,65,11,2024-12-02,1,11.228070175438596
V045,2024-09-21,20603,Raw Materials,Asia,2024-11-06,46,14,2024-11-20,1,11.224137931034482
V045,2024-09-23,73416,Raw Materials,Africa,2024-10-20,27,17,2024-11-06,1,11.271186440677965
V045,2024-09-27,30085,Raw Materials,US,2024-10-22,25,12,2024-11-03,1,11.366666666666667
V045,2024-10-13,24428,Technology,US,2024-11-20,38,13,2024-12-03,1,11.37704918032787
V045,2024-10-25,42745,Technology,US,2024-12-24,60,11,2025-01-04,1,11.403225806451612
V045,2024-11-01,2737,Services,US,2024-11-27,26,11,2024-12-08,1,11.396825396825397
V045,2024-11-07,5962,Logistics,US,2025-02-15,100,9,2025-02-24,1,11.390625
V045,2024-11-18,34203,Services,EU,2025-03-12,114,7,2025-03-19,1,11.353846153846154
V045,2024-11-20,40162,Logistics,US,2025-02-08,80,12,2025-02-20,1,11.287878787878787
V045,2024-11-20,5643,Logistics,US,2025-02-07,79,11,2025-02-18,1,11.298507462686567
V045,2024-11-24,11979,Raw Materials,EU,2025-03-20,116,7,2025-03-27,1,11.294117647058824
V045,2024-12-10,47546,Raw Materials,Africa,2025-01-20,41,13,2025-02-02,1,11.231884057971014
V045,2024-12-14,28757,Raw Materials,Asia,2025-01-31,48,12,2025-02-12,1,11.257142857142858
V045,2024-12-15,41100,Services,Asia,2025-01-03,19,15,2025-01-18,1,11.267605633802816
V045,2024-12-27,28988,Services,US,2025-03-17,80,10,2025-03-27,1,11.319444444444445
V045,2024-12-30,15533,Raw Materials,Africa,2025-01-09,10,16,2025-01-25,1,11.301369863013699
V045,2024-12-31,19140,Services,EU,2025-02-23,54,11,2025-03-06,1,11.364864864864865
V046,2023-01-12,18608,Logistics,Asia,2023-01-27,15,15,2023-02-11,1,0.0
V046,2023-01-15,44080,Services,US,2023-04-25,100,9,2023-05-04,1,15.0
V046,2023-01-15,3163,Logistics,US,2023-03-12,56,9,2023-03-21,1,12.0
V046,2023-01-18,4736,Services,US,2023-05-02,104,7,2023-05-09,1,11.0
V046,2023-02-08,67722,Raw Materials,EU,2023-03-25,45,15,2023-04-09,1,10.0
V046,2023-02-21,14210,Logistics,Africa,2023-03-04,11,16,2023-03-20,1,11.0
V046,2023-03-02,24104,Services,US,2023-03-29,27,12,2023-04-10,1,11.833333333333334
V046,2023-03-08,9351,Logistics,US,2023-05-06,59,12,2023-05-18,1,11.857142857142858
V046,2023-04-02,42986,Technology,US,2023-04-27,25,12,2023-05-09,1,11.875
V046,2023-04-07,35284,Raw Materials,US,2023-05-30,53,11,2023-06-10,1,11.88888888888889
V046,2023-04-09,38451,Technology,Africa,2023-05-01,22,16,2023-05-17,1,11.8
V046,2023-04-23,31089,Technology,Asia,2023-07-08,76,10,2023-07-18,1,12.181818181818182
V046,2023-05-06,3757,Services,EU,2023-08-07,93,9,2023-08-16,1,12.0
V046,2023-05-07,26038,Services,Africa,2023-05-18,11,16,2023-06-03,1,11.76923076923077
V046,2023-05-09,28377,Technology,Asia,2023-08-18,101,9,2023-08-27,1,12.071428571428571
V046,2023-05-14,52617,Raw Materials,EU,2023-08-05,83,10,2023-08-15,1,11.866666666666667
V046,2023-05-17,16855,Technology,Africa,2023-08-03,78,12,2023-08-15,1,11.75
V046,2023-05-20,17794,Technology,US,2023-05-29,9,16,2023-06-14,1,11.764705882352942
V046,2023-07-03,27543,Services,EU,2023-08-31,59,10,2023-09-10,1,12.0
V046,2023-07-06,32782,Logistics,EU,2023-08-11,36,14,2023-08-25,1,11.894736842105264
V046,2023-07-09,65727,Raw Materials,Africa,2023-09-06,59,14,2023-09-20,1,12.0
V046,2023-07-26,33936,Raw Materials,Asia,2023-11-05,102,9,2023-11-14,1,12.095238095238095
V046,2023-08-13,11008,Technology,Asia,2023-10-20,68,11,2023-10-31,1,11.954545454545455
V046,2023-09-02,70556,Logistics,Africa,2023-12-03,92,11,2023-12-14,1,11.91304347826087
V046,2023-09-07,58248,Raw Materials,EU,2023-09-21,14,15,2023-10-06,1,11.875
V046,2023-09-23,776,Technology,Africa,2023-11-25,63,9,2023-12-04,1,12.0
V046,2023-09-28,19636,Raw Materials,Africa,2023-12-18,81,10,2023-12-28,1,11.884615384615385
V046,2023-10-01,41002,Services,US,2023-12-03,63,12,2023-12-15,1,11.814814814814815
V046,2023-10-17,64459,Logistics,Africa,2023-12-05,49,16,2023-12-21,1,11.821428571428571
V046,2023-10-29,54789,Technology,US,2023-12-12,44,13,2023-12-25,1,11.96551724137931
V046,2023-11-03,2175,Technology,EU,2024-01-17,75,10,2024-01-27,1,12.0
V046,2023-11-06,5000,Logistics,Africa,2023-12-25,49,14,2024-01-08,1,11.935483870967742
V046,2023-11-13,5386,Logistics,Asia,2024-02-26,105,10,2024-03-07,1,12.0
V046,2023-12-11,16462,Logistics,Asia,2023-12-24,13,15,2024-01-08,1,11.93939393939394
V046,2023-12-12,20321,Raw Materials,US,2024-03-28,107,8,2024-04-05,1,12.029411764705882
V046,2023-12-18,67021,Services,US,2023-12-27,9,15,2024-01-11,1,11.914285714285715
V046,2023-12-19,21694,Technology,EU,2023-12-28,9,15,2024-01-12,1,12.0
V046,2023-12-19,57789,Logistics,Africa,2024-03-25,97,11,2024-04-05,1,12.08108108108108
V046,2023-12-24,46792,Raw Materials,Africa,2024-04-01,99,10,2024-04-11,1,12.052631578947368
V046,2023-12-26,70203,Logistics,US,2024-01-29,34,12,2024-02-10,1,12.0
V046,2023-12-27,20785,Raw Materials,Africa,2024-01-14,18,17,2024-01-31,1,12.0
V046,2024-01-16,22369,Services,EU,2024-01-30,14,15,2024-02-14,1,12.121951219512194
V046,2024-01-31,66442,Technology,Africa,2024-02-29,29,13,2024-03-13,1,12.19047619047619
V046,2024-03-06,53198,Services,US,2024-03-26,20,13,2024-04-08,1,12.209302325581396
V046,2024-03-22,9787,Raw Materials,EU,2024-07-13,113,8,2024-07-21,1,12.227272727272727
V046,2024-03-29,14026,Logistics,Africa,2024-05-11,43,13,2024-05-24,1,12.133333333333333
V046,2024-04-02,58798,Raw Materials,US,2024-06-11,70,11,2024-06-22,1,12.152173913043478
V046,2024-04-03,8506,Raw Materials,Africa,2024-06-05,63,14,2024-06-19,1,12.127659574468085
V046,2024-04-04,51239,Raw Materials,US,2024-06-27,84,10,2024-07-07,1,12.166666666666666
V046,2024-06-01,13643,Raw Materials,Asia,2024-08-02,62,10,2024-08-12,1,12.122448979591837
V046,2024-06-11,21777,Technology,Asia,2024-09-03,84,10,2024-09-13,1,12.08
V046,2024-07-04,8814,Services,EU,2024-10-27,115,8,2024-11-04,1,12.03921568627451
V046,2024-07-24,4455,Raw Materials,Africa,2024-08-14,21,16,2024-08-30,1,11.961538461538462
V046,2024-07-24,55642,Technology,Africa,2024-11-19,118,8,2024-11-27,1,12.037735849056604
V046,2024-08-05,38042,Logistics,EU,2024-10-24,80,12,2024-11-05,1,11.962962962962964
V046,2024-08-07,61448,Technology,EU,2024-11-11,96,10,2024-11-21,1,11.963636363636363
V046,2024-08-13,26739,Logistics,EU,2024-10-04,52,13,2024-10-17,1,11.928571428571429
V046,2024-08-19,46157,Services,Africa,2024-08-27,8,17,2024-09-13,1,11.947368421052632
V046,2024-10-05,3767,Logistics,Africa,2024-10-25,20,15,2024-11-09,1,12.03448275862069
V046,2024-10-12,27893,Services,Africa,2024-11-01,20,14,2024-11-15,1,12.084745762711865
V046,2024-10-20,60481,Logistics,Africa,2024-12-03,44,15,2024-12-18,1,12.116666666666667
V046,2024-10-24,60697,Raw Materials,Africa,2024-12-20,57,12,2025-01-01,1,12.163934426229508
V046,2024-10-26,1416,Logistics,Africa,2025-02-05,102,10,2025-02-15,1,12.161290322580646
V046,2024-11-04,9170,Technology,US,2025-02-01,89,9,2025-02-10,1,12.126984126984127
V046,2024-11-18,29752,Technology,Africa,2025-02-14,88,10,2025-02-24,1,12.078125
V046,2024-12-16,14171,Logistics,Asia,2025-04-07,112,9,2025-04-16,1,12.046153846153846
V046,2024-12-27,11967,Logistics,Africa,2025-04-10,104,11,2025-04-21,1,12.0
V046,2024-12-31,13881,Raw Materials,EU,2025-02-24,55,11,2025-03-07,1,11.985074626865671
V047,2023-01-06,71931,Logistics,US,2023-02-20,45,13,2023-03-05,1,0.0
V047,2023-01-23,43814,Logistics,Africa,2023-05-02,99,10,2023-05-12,1,13.0
V047,2023-02-02,74312,Logistics,Asia,2023-05-19,106,10,2023-05-29,1,11.5
V047,2023-02-07,66013,Technology,Asia,2023-02-18,11,16,2023-03-06,1,11.0
V047,2023-02-16,20106,Technology,Africa,2023-06-07,111,8,2023-06-15,1,12.25
V047,2023-03-01,67974,Logistics,Asia,2023-04-18,48,16,2023-05-04,1,11.4
V047,2023-03-02,22598,Services,Africa,2023-04-16,45,14,2023-04-30,1,12.166666666666666
V047,2023-03-06,22092,Raw Materials,EU,2023-05-06,61,12,2023-05-18,1,12.428571428571429
V047,2023-03-17,69360,Technology,Asia,2023-06-18,93,12,2023-06-30,1,12.375
V047,2023-03-21,28978,Logistics,Africa,2023-06-27,98,10,2023-07-07,1,12.333333333333334
V047,2023-03-25,22187,Technology,US,2023-05-29,65,13,2023-06-11,1,12.1
V047,2023-03-27,66925,Raw Materials,EU,2023-06-16,81,12,2023-06-28,1,12.181818181818182
V047,2023-03-31,10368,Technology,EU,2023-04-07,7,15,2023-04-22,1,12.166666666666666
V047,2023-04-01,34847,Services,Africa,2023-07-17,107,9,2023-07-26,1,12.384615384615385
V047,2023-04-14,21432,Logistics,EU,2023-08-12,120,10,2023-08-22,1,12.142857142857142
V047,2023-04-25,3434,Raw Materials,Africa,2023-07-27,93,8,2023-08-04,1,12.0
V047,2023-05-25,5805,Logistics,Africa,2023-08-01,68,12,2023-08-13,1,11.75
V047,2023-05-28,13079,Logistics,EU,2023-09-12,107,8,2023-09-20,1,11.764705882352942
V047,2023-05-29,1636,Technology,Africa,2023-06-17,19,14,2023-07-01,1,11.555555555555555
V047,2023-06-07,48143,Services,Africa,2023-09-20,105,10,2023-09-30,1,11.68421052631579
V047,2023-06-14,21873,Services,Africa,2023-09-06,84,10,2023-09-16,1,11.6
V047,2023-06-24,51637,Logistics,EU,2023-08-08,45,16,2023-08-24,1,11.523809523809524
V047,2023-07-05,46410,Raw Materials,US,2023-07-23,18,15,2023-08-07,1,11.727272727272727
V047,2023-07-14,51736,Services,US,2023-07-25,11,15,2023-08-09,1,11.869565217391305
V047,2023-07-28,43779,Logistics,Asia,2023-08-06,9,18,2023-08-24,1,12.0
V047,2023-07-29,16961,Logistics,Africa,2023-11-22,116,9,2023-12-01,1,12.24
V047,2023-08-01,57039,Services,Africa,2023-11-25,116,10,2023-12-05,1,12.115384615384615
V047,2023-08-25,62800,Raw Materials,US,2023-10-23,59,13,2023-11-05,1,12.037037037037036
V047,2023-08-29,18719,Logistics,EU,2023-11-28,91,11,2023-12-09,1,12.071428571428571
V047,2023-09-12,11073,Raw Materials,Asia,2023-12-08,87,10,2023-12-18,1,12.03448275862069
V047,2023-09-15,23074,Raw Materials,US,2023-10-15,30,13,2023-10-28,1,11.966666666666667
V047,2023-09-18,36838,Technology,Africa,2023-11-24,67,10,2023-12-04,1,12.0
V047,2023-09-23,33623,Technology,Africa,2024-01-08,107,10,2024-01-18,1,11.9375
V047,2023-10-01,27913,Logistics,Africa,2023-12-07,67,14,2023-12-21,1,11.878787878787879
V047,2023-10-02,2670,Technology,EU,2023-10-14,12,14,2023-10-28,1,11.941176470588236
V047,2023-10-22,69449,Raw Materials,Africa,2023-11-24,33,16,2023-12-10,1,12.0
V047,2023-11-04,38849,Technology,EU,2024-01-28,85,8,2024-02-05,1,12.11111111111111
V047,2023-11-10,37419,Technology,Asia,2023-12-22,42,14,2024-01-05,1,12.0
V047,2023-11-16,45415,Logistics,Asia,2024-01-16,61,13,2024-01-29,1,12.052631578947368
V047,2023-11-29,42303,Services,EU,2024-02-03,66,10,2024-02-13,1,12.076923076923077
V047,2023-12-12,67114,Raw Materials,US,2024-03-15,94,10,2024-03-25,1,12.025
V047,2023-12-22,52574,Services,EU,2024-03-03,72,11,2024-03-14,1,11.975609756097562
V047,2023-12-29,45540,Raw Materials,EU,2024-04-24,117,7,2024-05-01,1,11.952380952380953
V047,2024-01-13,15693,Technology,US,2024-01-25,12,14,2024-02-08,1,11.837209302325581
V047,2024-01-25,42339,Services,Africa,2024-02-15,21,16,2024-03-02,1,11.886363636363637
V047,2024-01-31,43308,Services,US,2024-05-09,99,8,2024-05-17,1,11.977777777777778
V047,2024-02-19,37373,Technology,Africa,2024-04-06,47,13,2024-04-19,1,11.891304347826088
V047,2024-02-21,17406,Raw Materials,Africa,2024-05-25,94,11,2024-06-05,1,11.914893617021276
V047,2024-03-15,26140,Technology,Africa,2024-05-19,65,11,2024-05-30,1,11.895833333333334
V047,2024-03-19,59771,Logistics,US,2024-04-18,30,16,2024-05-04,1,11.877551020408163
V047,2024-03-31,46119,Logistics,Asia,2024-06-12,73,11,2024-06-23,1,11.96
V047,2024-04-29,18075,Services,Asia,2024-06-18,50,14,2024-07-02,1,11.941176470588236
V047,2024-05-06,35936,Technology,Africa,2024-08-08,94,11,2024-08-19,1,11.98076923076923
V047,2024-05-14,20917,Raw Materials,US,2024-06-09,26,14,2024-06-23,1,11.962264150943396
V047,2024-05-16,68547,Technology,US,2024-06-28,43,12,2024-07-10,1,12.0
V047,2024-06-11,43351,Services,Asia,2024-09-24,105,7,2024-10-01,1,12.0
V047,2024-06-22,58674,Services,US,2024-09-25,95,9,2024-10-04,1,11.910714285714286
V047,2024-07-02,67134,Technology,Africa,2024-08-22,51,13,2024-09-04,1,11.859649122807017
V047,2024-07-03,16216,Technology,Asia,2024-10-23,112,8,2024-10-31,1,11.879310344827585
V047,2024-07-06,45564,Logistics,Asia,2024-08-18,43,16,2024-09-03,1,11.813559322033898
V047,2024-07-16,36974,Services,Asia,2024-09-27,73,11,2024-10-08,1,11.883333333333333
V047,2024-07-21,54785,Raw Materials,US,2024-09-28,69,11,2024-10-09,1,11.868852459016393
V047,2024-07-23,48200,Logistics,EU,2024-09-22,61,12,2024-10-04,1,11.85483870967742
V047,2024-07-25,43847,Raw Materials,Asia,2024-08-13,19,15,2024-08-28,1,11.857142857142858
V047,2024-07-27,70531,Raw Materials,Asia,2024-10-07,72,14,2024-10-21,1,11.90625
V047,2024-07-29,37019,Services,US,2024-09-13,46,12,2024-09-25,1,11.938461538461539
V047,2024-08-07,36021,Logistics,EU,2024-10-04,58,13,2024-10-17,1,11.93939393939394
V047,2024-08-10,8492,Logistics,EU,2024-10-26,77,12,2024-11-07,1,11.955223880597014
V047,2024-08-15,47120,Raw Materials,EU,2024-10-21,67,12,2024-11-02,1,11.955882352941176
V047,2024-08-17,2805,Logistics,US,2024-12-08,113,8,2024-12-16,1,11.956521739130435
V047,2024-08-26,42737,Technology,Asia,2024-10-29,64,11,2024-11-09,1,11.9
V047,2024-08-27,26129,Logistics,EU,2024-10-17,51,12,2024-10-29,1,11.887323943661972
V047,2024-08-28,7173,Logistics,US,2024-12-10,104,6,2024-12-16,1,11.88888888888889
V047,2024-09-08,47552,Services,Africa,2024-11-24,77,11,2024-12-05,1,11.808219178082192
V047,2024-09-09,23216,Technology,Asia,2024-10-05,26,16,2024-10-21,1,11.797297297297296
V047,2024-09-20,14328,Logistics,US,2024-10-13,23,15,2024-10-28,1,11.853333333333333
V047,2024-09-21,9150,Raw Materials,US,2024-10-25,34,14,2024-11-08,1,11.894736842105264
V047,2024-09-21,45098,Raw Materials,Asia,2024-11-22,62,12,2024-12-04,1,11.922077922077921
V047,2024-09-23,50871,Raw Materials,EU,2024-12-06,74,11,2024-12-17,1,11.923076923076923
V047,2024-10-04,41241,Services,US,2024-11-16,43,13,2024-11-29,1,11.91139240506329
V047,2024-10-23,21705,Raw Materials,EU,2025-02-07,107,9,2025-02-16,1,11.925
V047,2024-11-09,74709,Services,US,2025-01-07,59,11,2025-01-18,1,11.88888888888889
V047,2024-11-24,60128,Services,US,2025-01-26,63,10,2025-02-05,1,11.878048780487806
V047,2024-12-13,20465,Services,Asia,2025-02-14,63,11,2025-02-25,1,11.855421686746988
V047,2024-12-14,52171,Logistics,EU,2025-03-25,101,10,2025-04-04,1,11.845238095238095
V047,2024-12-23,54284,Services,Africa,2025-01-02,10,17,2025-01-19,1,11.823529411764707
V047,2024-12-30,13574,Logistics,Asia,2025-01-22,23,14,2025-02-05,1,11.883720930232558
V048,2023-01-17,26193,Services,Africa,2023-04-02,75,12,2023-04-14,1,0.0
V048,2023-02-04,4864,Raw Materials,Africa,2023-04-28,83,11,2023-05-09,1,12.0
V048,2023-02-17,69143,Technology,US,2023-05-29,101,11,2023-06-09,1,11.5
V048,2023-02-21,46636,Raw Materials,US,2023-03-25,32,15,2023-04-09,1,11.333333333333334
V048,2023-03-03,27941,Raw Materials,Asia,2023-06-01,90,8,2023-06-09,1,12.25
V048,2023-03-07,8757,Raw Materials,EU,2023-05-14,68,11,2023-05-25,1,11.4
V048,2023-03-08,62498,Logistics,Africa,2023-05-26,79,11,2023-06-06,1,11.333333333333334
V048,2023-03-28,40898,Services,Africa,2023-04-14,17,14,2023-04-28,1,11.285714285714286
V048,2023-04-22,56424,Technology,Africa,2023-06-04,43,14,2023-06-18,1,11.625
V048,2023-05-30,6087,Raw Materials,Asia,2023-08-20,82,9,2023-08-29,1,11.88888888888889
V048,2023-06-02,39881,Logistics,EU,2023-09-06,96,8,2023-09-14,1,11.6
V048,2023-06-03,24213,Services,Asia,2023-06-13,10,15,2023-06-28,1,11.272727272727273
V048,2023-06-05,35687,Services,Africa,2023-09-30,117,9,2023-10-09,1,11.583333333333334
V048,2023-06-10,32684,Technology,US,2023-06-18,8,15,2023-07-03,1,11.384615384615385
V048,2023-06-27,49893,Services,US,2023-09-25,90,8,2023-10-03,1,11.642857142857142
V048,2023-06-30,1973,Logistics,Africa,2023-10-16,108,7,2023-10-23,1,11.4
V048,2023-07-18,57289,Raw Materials,US,2023-08-18,31,15,2023-09-02,1,11.125
V048,2023-07-30,65495,Services,Asia,2023-11-22,115,8,2023-11-30,1,11.352941176470589
V048,2023-08-18,33418,Services,Africa,2023-12-15,119,7,2023-12-22,1,11.166666666666666
V048,2023-08-20,18645,Technology,Africa,2023-11-07,79,11,2023-11-18,1,10.947368421052632
V048,2023-08-21,29790,Technology,US,2023-09-06,16,14,2023-09-20,1,10.95
V048,2023-09-01,63800,Logistics,Asia,2023-09-18,17,17,2023-10-05,1,11.095238095238095
V048,2023-09-03,35172,Logistics,US,2023-10-05,32,14,2023-10-19,1,11.363636363636363
V048,2023-09-20,55752,Logistics,EU,2023-10-26,36,16,2023-11-11,1,11.478260869565217
V048,2023-10-29,13497,Technology,Africa,2023-12-31,63,11,2024-01-11,1,11.666666666666666
V048,2023-11-02,29280,Technology,Africa,2023-12-11,39,13,2023-12-24,1,11.64
V048,2023-11-12,14481,Raw Materials,Asia,2024-03-08,117,6,2024-03-14,1,11.692307692307692
V048,2023-11-13,64755,Services,Africa,2024-01-02,50,13,2024-01-15,1,11.481481481481481
V048,2023-11-25,49583,Raw Materials,Asia,2024-03-20,116,6,2024-03-26,1,11.535714285714286
V048,2023-12-03,39107,Logistics,Africa,2024-01-01,29,18,2024-01-19,1,11.344827586206897
V048,2023-12-15,14275,Raw Materials,EU,2024-02-24,71,11,2024-03-06,1,11.566666666666666
V048,2023-12-23,54763,Raw Materials,Asia,2024-01-06,14,17,2024-01-23,1,11.548387096774194
V048,2024-01-01,23272,Services,US,2024-01-14,13,14,2024-01-28,1,11.71875
V048,2024-01-01,14411,Raw Materials,EU,2024-01-30,29,13,2024-02-12,1,11.787878787878787
V048,2024-01-07,30089,Raw Materials,Asia,2024-03-21,74,12,2024-04-02,1,11.823529411764707
V048,2024-01-10,54363,Services,Africa,2024-03-29,79,12,2024-04-10,1,11.82857142857143
V048,2024-01-16,27306,Technology,Asia,2024-02-27,42,12,2024-03-10,1,11.833333333333334
V048,2024-03-15,29241,Services,US,2024-05-06,52,12,2024-05-18,1,11.837837837837839
V048,2024-03-27,19178,Technology,Africa,2024-05-09,43,12,2024-05-21,1,11.842105263157896
V048,2024-04-03,43784,Services,US,2024-05-19,46,12,2024-05-31,1,11.846153846153847
V048,2024-04-11,39580,Technology,US,2024-05-19,38,14,2024-06-02,1,11.85
V048,2024-04-13,27496,Raw Materials,Africa,2024-06-21,69,12,2024-07-03,1,11.902439024390244
V048,2024-04-23,21237,Raw Materials,US,2024-08-08,107,9,2024-08-17,1,11.904761904761905
V048,2024-05-03,19016,Raw Materials,EU,2024-07-05,63,10,2024-07-15,1,11.837209302325581
V048,2024-05-11,40730,Services,EU,2024-07-27,77,10,2024-08-06,1,11.795454545454545
V048,2024-05-20,25576,Services,Asia,2024-09-01,104,10,2024-09-11,1,11.755555555555556
V048,2024-07-08,18676,Raw Materials,Asia,2024-07-29,21,17,2024-08-15,1,11.717391304347826
V048,2024-07-12,63466,Raw Materials,Asia,2024-09-29,79,11,2024-10-10,1,11.829787234042554
V048,2024-07-14,2830,Logistics,Africa,2024-08-07,24,16,2024-08-23,1,11.8125
V048,2024-07-14,58153,Services,Africa,2024-07-27,13,15,2024-08-11,1,11.89795918367347
V048,2024-07-15,50861,Services,EU,2024-09-12,59,10,2024-09-22,1,11.96
V048,2024-07-31,58681,Technology,EU,2024-08-23,23,14,2024-09-06,1,11.92156862745098
V048,2024-08-05,71320,Logistics,Asia,2024-11-13,100,12,2024-11-25,1,11.961538461538462
V048,2024-09-02,33908,Logistics,Asia,2024-12-19,108,10,2024-12-29,1,11.962264150943396
V048,2024-09-24,34275,Technology,Africa,2024-12-25,92,11,2025-01-05,1,11.925925925925926
V048,2024-10-25,48833,Logistics,Africa,2025-01-29,96,14,2025-02-12,1,11.909090909090908
V048,2024-11-08,35212,Raw Materials,US,2024-11-24,16,15,2024-12-09,1,11.946428571428571
V048,2024-11-23,26224,Services,EU,2025-01-18,56,12,2025-01-30,1,12.0
V048,2024-11-23,32239,Raw Materials,Asia,2024-12-18,25,16,2025-01-03,1,12.0
V048,2024-11-27,56826,Logistics,EU,2025-02-11,76,14,2025-02-25,1,12.067796610169491
V048,2024-11-28,50300,Services,Asia,2025-02-15,79,11,2025-02-26,1,12.1
V048,2024-12-11,67005,Raw Materials,EU,2025-03-12,91,10,2025-03-22,1,12.081967213114755
V048,2024-12-26,1419,Services,Asia,2025-01-22,27,12,2025-02-03,1,12.048387096774194
V048,2024-12-27,37144,Services,US,2025-03-29,92,8,2025-04-06,1,12.047619047619047
V048,2024-12-29,17504,Raw Materials,Africa,2025-01-18,20,15,2025-02-02,1,11.984375
V048,2024-12-30,12051,Technology,Africa,2025-03-05,65,13,2025-03-18,1,12.03076923076923
V049,2023-01-07,41420,Raw Materials,EU,2023-03-04,56,10,2023-03-14,1,0.0
V049,2023-01-07,47028,Raw Materials,Asia,2023-04-05,88,10,2023-04-15,1,10.0
V049,2023-01-23,74064,Logistics,US,2023-04-09,76,11,2023-04-20,1,10.0
V049,2023-01-30,74152,Logistics,US,2023-05-15,105,9,2023-05-24,1,10.333333333333334
V049,2023-02-12,63509,Technology,Asia,2023-04-16,63,11,2023-04-27,1,10.0
V049,2023-02-21,17350,Logistics,US,2023-04-10,48,13,2023-04-23,1,10.2
V049,2023-03-06,36716,Logistics,EU,2023-05-18,73,11,2023-05-29,1,10.666666666666666
V049,2023-03-21,58680,Logistics,EU,2023-04-29,39,13,2023-05-12,1,10.714285714285714
V049,2023-03-22,71969,Logistics,US,2023-05-07,46,15,2023-05-22,1,11.0
V049,2023-04-06,68515,Services,Africa,2023-06-25,80,11,2023-07-06,1,11.444444444444445
